106-306-1-4-A	0.000000	0.395842	0.379274	0.327346	0.334043	0.341070	0.309049	0.389563	0.400704	0.420829	0.335026	0.336502	0.291566	0.360241	0.347883	0.374969	0.302945	0.354137	0.368394	0.368613	0.322352	0.362718	0.307889	0.348222	0.297765	0.310039	0.372492	0.307257	0.380709	0.379059	0.328469	0.302936	0.382260	0.363410	0.353317	0.310739	0.333780	0.376398	0.315715	0.333264	0.319412	0.346417	0.379588	0.334395	0.356184	0.388087	0.356078	0.378294	0.352456	0.285248	0.391755	0.376666	0.296324	0.352209	0.370982	0.306128	0.355822	0.334112	0.350133	0.368461	0.350054	0.342112	0.298999	0.353842	0.378931	0.338671	0.333278	0.361837	0.328631	0.408297	0.313231	0.366633	0.391937	0.316185	0.355356	0.395951	0.361884	0.347161	0.420305	0.338581	0.296302	0.363595	0.324403	0.378239	0.369891	0.420322	0.341587	0.320593	0.318998	0.341003	0.374275	0.342600	0.332709	0.338428	0.322118	0.351217	0.384673	0.385895	0.356876	0.333940	0.352334	0.413504	0.381056	0.325555	0.303307	0.428317	0.353032	0.381154	0.371530	0.367898	0.367382	0.322423	0.382122	0.321772	0.378981	0.396552	0.369565	0.388142	0.345918	0.409695	0.372939	0.328639	0.376787	0.366879	0.363311	0.310164	0.327313	0.324452	0.351769	0.377989	0.355662	0.339557	0.368383	0.362975	0.325884	0.412286	0.294108	0.385275	0.362901	0.349529	0.378678	0.304883	0.353894	0.358843	0.318575	0.357557	0.394490	0.299453	0.363824	0.374501	0.404305	0.340747	0.399209	0.365644	0.392964	0.368303	0.357918	0.342654	0.377193	0.336779	0.306874	0.352551	0.287421	0.326053	0.392314	0.324783	0.353085	0.344019	0.335361	0.352536	0.370481	0.337629	0.344238	0.314190	0.354984	0.310256	0.379406	0.317994	0.337920	0.330119	0.343778	0.387280	0.342554	0.285981	0.415916	0.293379	0.359403	0.346513	0.307457	0.410419	0.379659	0.347169	0.380826	0.295993	0.356416	0.335934	0.290154	0.319496	0.356715	0.334738	0.351955	0.385120	0.379206	0.356844	0.358466	0.363288	0.344174	0.334911	0.299676	0.369412	0.343919	0.302292	0.326183	0.345166	0.312120	0.340223	0.316881	0.337870	0.352706	0.352079	0.357783	0.384507	0.376295	0.331297	0.310017	0.302815	0.330834	0.394559	0.362033	0.336769	0.334564	0.365011	0.357349	0.316573	0.396828	0.327142	0.363591	0.312515	0.421766	0.310590	0.343175	0.395603	0.382767	0.349718	0.303191	0.377784	0.366750	0.338140	0.356152	0.335766	0.355797	0.407176	0.369011	0.348489	0.413614
306-6-3-A   	0.395842	0.000000	0.353953	0.348590	0.369185	0.401190	0.335214	0.355388	0.363718	0.404924	0.377345	0.350978	0.365268	0.330181	0.354814	0.331493	0.391304	0.422510	0.320591	0.356491	0.352469	0.394768	0.351833	0.358233	0.349900	0.360726	0.346486	0.353715	0.382434	0.377435	0.392171	0.331422	0.335257	0.340103	0.376965	0.321538	0.364160	0.357439	0.322835	0.383228	0.356852	0.332358	0.346891	0.351433	0.416099	0.370326	0.370315	0.360536	0.364152	0.333610	0.336083	0.365924	0.318806	0.354863	0.320289	0.335435	0.356258	0.363511	0.320933	0.350067	0.304611	0.292028	0.393121	0.363978	0.352868	0.345636	0.317812	0.372435	0.346712	0.403607	0.378168	0.340442	0.405800	0.334993	0.397750	0.385357	0.389291	0.310880	0.346091	0.375302	0.324979	0.361602	0.394737	0.346763	0.367752	0.374886	0.330324	0.340304	0.362600	0.322615	0.405137	0.338009	0.412064	0.293692	0.367195	0.373807	0.356881	0.426541	0.361210	0.285282	0.367392	0.396296	0.397371	0.321561	0.347522	0.354630	0.366938	0.359501	0.389688	0.383753	0.381672	0.331851	0.355703	0.347592	0.540373	0.398257	0.299875	0.368361	0.379531	0.349385	0.398894	0.373132	0.342732	0.370017	0.332790	0.340037	0.310240	0.380068	0.351864	0.304242	0.294870	0.357000	0.366797	0.382225	0.391986	0.327895	0.382587	0.330640	0.346930	0.378975	0.351565	0.381095	0.356562	0.376766	0.403416	0.367464	0.310932	0.407517	0.345546	0.312933	0.369090	0.376857	0.391531	0.409794	0.333292	0.305599	0.354718	0.349391	0.375225	0.372076	0.352116	0.379519	0.376904	0.401608	0.353831	0.352223	0.346250	0.375670	0.383846	0.380375	0.365448	0.332340	0.331926	0.384294	0.320970	0.336193	0.331837	0.338715	0.391139	0.352887	0.361035	0.412698	0.392914	0.383313	0.298605	0.363787	0.287839	0.328891	0.377520	0.313963	0.335173	0.343622	0.347124	0.321869	0.403679	0.376528	0.387151	0.353530	0.311698	0.357046	0.322356	0.406937	0.384706	0.368986	0.384568	0.401660	0.391700	0.385028	0.343475	0.356200	0.361553	0.342066	0.333123	0.313681	0.361882	0.404696	0.379822	0.351368	0.336922	0.337911	0.344089	0.343271	0.307779	0.368187	0.354996	0.366498	0.271105	0.362215	0.351460	0.310146	0.352021	0.368839	0.349023	0.399924	0.410708	0.408684	0.358825	0.317151	0.422283	0.349374	0.357178	0.369643	0.309469	0.334859	0.308100	0.330854	0.359346	0.332835	0.336386	0.395544	0.342038	0.327639	0.386223	0.412922	0.364812
306-3-EM-CAST-A_6	0.379274	0.353953	0.000000	0.396973	0.334275	0.346421	0.352958	0.388333	0.373955	0.441992	0.407417	0.351029	0.348290	0.281409	0.352414	0.337752	0.406787	0.324086	0.333848	0.375598	0.354269	0.359524	0.326885	0.401195	0.425448	0.311911	0.323677	0.366054	0.351457	0.394833	0.387493	0.350331	0.375495	0.350555	0.371659	0.327379	0.416358	0.379261	0.366559	0.348767	0.356642	0.346899	0.325840	0.359030	0.372263	0.351232	0.350722	0.405919	0.382438	0.360074	0.426929	0.394284	0.316925	0.276617	0.338491	0.360642	0.381808	0.350541	0.360056	0.410303	0.353504	0.331330	0.369024	0.370984	0.282120	0.335177	0.366782	0.387679	0.356919	0.400588	0.349244	0.292550	0.418785	0.371118	0.371739	0.343802	0.376357	0.341156	0.377917	0.359225	0.370749	0.369951	0.379167	0.349546	0.338533	0.350868	0.335475	0.375858	0.362359	0.365075	0.403056	0.370324	0.326173	0.330644	0.350329	0.395236	0.349483	0.444629	0.359499	0.325095	0.375394	0.423909	0.369760	0.312009	0.347292	0.358139	0.394245	0.353055	0.358313	0.341497	0.413096	0.395520	0.376846	0.401554	0.385093	0.415195	0.343409	0.344814	0.380848	0.367960	0.425276	0.337555	0.348716	0.373886	0.322514	0.421207	0.333860	0.373227	0.344630	0.341331	0.312061	0.340131	0.382418	0.415327	0.385736	0.348519	0.381011	0.425718	0.358347	0.373919	0.350849	0.362927	0.308223	0.381398	0.390817	0.380286	0.326335	0.384158	0.358131	0.362595	0.341437	0.390470	0.372237	0.406480	0.391001	0.365988	0.399431	0.374021	0.350115	0.390144	0.369110	0.389635	0.385195	0.314757	0.375955	0.403192	0.348649	0.383183	0.371411	0.379344	0.381739	0.297744	0.318694	0.350565	0.381855	0.361617	0.367190	0.329395	0.361843	0.390780	0.359243	0.396263	0.375220	0.363486	0.306884	0.307148	0.357167	0.353396	0.391808	0.331355	0.325520	0.361427	0.335056	0.320217	0.333347	0.379021	0.356922	0.343843	0.345418	0.393758	0.375918	0.376650	0.390564	0.353478	0.352500	0.315248	0.361538	0.386162	0.353598	0.389037	0.381692	0.359359	0.385236	0.367420	0.348309	0.439095	0.382307	0.353296	0.358370	0.349485	0.322491	0.377330	0.344578	0.336475	0.382952	0.312546	0.362833	0.388306	0.371392	0.367346	0.356138	0.373265	0.328393	0.380329	0.335731	0.396937	0.378124	0.308775	0.429896	0.368441	0.369883	0.320124	0.315243	0.366799	0.341240	0.303124	0.344222	0.330044	0.349053	0.403380	0.329885	0.286233	0.376947	0.313924	0.297101
106-7-2-T_2 	0.327346	0.348590	0.396973	0.000000	0.306664	0.358348	0.304228	0.359359	0.383903	0.417746	0.339001	0.343325	0.338856	0.368092	0.368568	0.343419	0.345768	0.388884	0.359106	0.300427	0.346691	0.358447	0.290728	0.366034	0.308703	0.329458	0.346375	0.355901	0.353237	0.368820	0.334850	0.309175	0.312002	0.303405	0.365594	0.256041	0.311375	0.303761	0.329165	0.375279	0.290815	0.285868	0.342213	0.377506	0.324121	0.294144	0.321137	0.349150	0.360316	0.293826	0.328374	0.363156	0.252805	0.318039	0.325928	0.314568	0.337048	0.393374	0.313797	0.351097	0.311771	0.299868	0.345977	0.335921	0.378868	0.356144	0.339503	0.346399	0.373657	0.366954	0.320378	0.349338	0.386336	0.351321	0.365511	0.375638	0.294266	0.318066	0.375117	0.373033	0.335503	0.348946	0.336892	0.336361	0.359074	0.331881	0.337118	0.285479	0.301328	0.339157	0.400280	0.332211	0.369572	0.275702	0.322379	0.329858	0.331263	0.390218	0.358106	0.251864	0.269475	0.406971	0.414689	0.319375	0.287935	0.342667	0.346281	0.328792	0.357799	0.298581	0.395363	0.337816	0.333976	0.343489	0.393082	0.383389	0.312351	0.355951	0.361139	0.324556	0.383747	0.337933	0.300577	0.318853	0.389555	0.319822	0.351642	0.301009	0.323104	0.358848	0.340689	0.298790	0.341112	0.339380	0.339887	0.343779	0.263908	0.327194	0.360497	0.329728	0.322601	0.345117	0.313003	0.395374	0.389533	0.357219	0.393953	0.292177	0.349214	0.348386	0.362917	0.352070	0.370237	0.371568	0.346326	0.323505	0.347307	0.331031	0.369726	0.362354	0.326655	0.355286	0.352576	0.367320	0.387007	0.338792	0.374268	0.330847	0.315245	0.358239	0.319293	0.294578	0.330002	0.331333	0.304526	0.272183	0.316287	0.274005	0.280956	0.329995	0.340401	0.411759	0.346711	0.299078	0.370444	0.316368	0.379414	0.313002	0.325154	0.375874	0.356943	0.332370	0.383124	0.287247	0.331393	0.304509	0.346655	0.293841	0.325111	0.347057	0.297052	0.388940	0.383173	0.327012	0.334959	0.384946	0.328610	0.336229	0.308170	0.357790	0.351389	0.306011	0.328664	0.317935	0.319824	0.357949	0.333045	0.320535	0.323355	0.329464	0.316851	0.332111	0.298562	0.330568	0.314761	0.329489	0.304584	0.363985	0.330413	0.311453	0.359865	0.332499	0.303375	0.349256	0.357585	0.330550	0.319887	0.280162	0.424161	0.300386	0.340560	0.386208	0.353240	0.353433	0.301549	0.344626	0.323468	0.297083	0.353226	0.322530	0.359116	0.329065	0.395288	0.371513	0.363041
106-1-B     	0.334043	0.369185	0.334275	0.306664	0.000000	0.305479	0.325108	0.336542	0.387717	0.439704	0.315242	0.385311	0.323617	0.336439	0.362959	0.327695	0.334605	0.354457	0.340157	0.334341	0.326840	0.316627	0.290458	0.341728	0.362537	0.289208	0.362626	0.302810	0.374046	0.364927	0.299570	0.334950	0.350775	0.382514	0.326359	0.265964	0.360054	0.318912	0.355863	0.332486	0.310756	0.320669	0.355077	0.347122	0.336534	0.344188	0.336291	0.346135	0.369190	0.297469	0.355112	0.349155	0.245353	0.334304	0.325934	0.340349	0.318762	0.377649	0.390277	0.314223	0.329702	0.308898	0.331624	0.340162	0.368526	0.373800	0.346068	0.341104	0.306298	0.411459	0.300780	0.353807	0.357656	0.291761	0.351201	0.364888	0.340441	0.304107	0.362488	0.353374	0.319041	0.352167	0.366940	0.376893	0.306914	0.341669	0.348119	0.300996	0.299007	0.344815	0.385596	0.368785	0.322856	0.333264	0.305452	0.346154	0.336198	0.353262	0.311043	0.280736	0.354207	0.384634	0.324609	0.342313	0.284001	0.399453	0.332218	0.330124	0.372808	0.337104	0.396229	0.339361	0.315450	0.321599	0.357143	0.357975	0.328036	0.378861	0.349083	0.346859	0.371647	0.344836	0.365220	0.345041	0.363769	0.367586	0.338938	0.300041	0.355474	0.347672	0.359849	0.334081	0.300627	0.324870	0.311946	0.345579	0.307206	0.352790	0.339512	0.303471	0.350372	0.301741	0.329950	0.366260	0.357192	0.359884	0.374865	0.272855	0.318666	0.345654	0.329000	0.336140	0.384153	0.374737	0.365142	0.326856	0.333803	0.342992	0.374550	0.356557	0.339655	0.365009	0.346960	0.292463	0.383527	0.310983	0.309330	0.315090	0.292498	0.371106	0.298999	0.285998	0.296324	0.321837	0.372095	0.305831	0.303782	0.307346	0.351682	0.329049	0.330143	0.381104	0.364556	0.301479	0.361387	0.287303	0.392426	0.331185	0.321757	0.378778	0.352564	0.370023	0.381316	0.256382	0.305383	0.304954	0.330027	0.292937	0.347059	0.348106	0.309772	0.370033	0.355797	0.345197	0.362186	0.368371	0.342208	0.310870	0.314103	0.351525	0.346570	0.328129	0.359323	0.349597	0.340015	0.309458	0.322066	0.338411	0.351499	0.316145	0.321311	0.355825	0.330516	0.324151	0.308297	0.299214	0.329536	0.357027	0.355888	0.319917	0.324743	0.322211	0.303777	0.335691	0.383924	0.296834	0.364321	0.250805	0.396859	0.325909	0.337074	0.356893	0.368564	0.280599	0.334518	0.342603	0.335133	0.310915	0.313413	0.322054	0.364584	0.372630	0.382986	0.323937	0.353071
106-2-2-T_1 	0.341070	0.401190	0.346421	0.358348	0.305479	0.000000	0.346524	0.348260	0.386421	0.419263	0.361495	0.368754	0.305237	0.364018	0.389869	0.370938	0.311134	0.360079	0.373107	0.350507	0.370333	0.329986	0.293115	0.329111	0.366867	0.286627	0.396026	0.335785	0.381480	0.399888	0.382113	0.382331	0.355677	0.360764	0.381306	0.315463	0.346647	0.396540	0.342535	0.357475	0.334980	0.387985	0.356687	0.366363	0.353029	0.319078	0.279205	0.373887	0.382386	0.290878	0.328804	0.381156	0.271958	0.358899	0.353930	0.383570	0.356118	0.397582	0.382824	0.417559	0.321908	0.355222	0.341506	0.317185	0.389714	0.334662	0.340715	0.349028	0.329973	0.407416	0.332330	0.378320	0.404898	0.289133	0.305702	0.384409	0.379223	0.301471	0.374382	0.358866	0.333209	0.342398	0.316457	0.346480	0.312011	0.316061	0.362059	0.377930	0.338804	0.345688	0.365580	0.350709	0.334037	0.346002	0.357672	0.376390	0.371903	0.404737	0.310639	0.288833	0.342066	0.407753	0.356848	0.339793	0.302411	0.366928	0.340340	0.371666	0.375000	0.311657	0.412558	0.298565	0.360155	0.307053	0.391304	0.396181	0.327198	0.414606	0.356312	0.381459	0.413614	0.363301	0.382720	0.308297	0.358878	0.388958	0.377998	0.333717	0.327536	0.347759	0.385719	0.320271	0.358805	0.387459	0.357502	0.399816	0.355182	0.328000	0.336193	0.367582	0.346845	0.309033	0.307489	0.371940	0.370157	0.334432	0.359559	0.342593	0.333785	0.371677	0.347150	0.363867	0.386566	0.400491	0.384047	0.375496	0.327637	0.339451	0.386482	0.361567	0.377018	0.362210	0.365332	0.281553	0.377444	0.326626	0.379745	0.342044	0.378943	0.396617	0.353699	0.315833	0.319530	0.332448	0.360989	0.337858	0.304850	0.307898	0.378709	0.343439	0.319515	0.399251	0.352322	0.307911	0.358250	0.319617	0.378241	0.341552	0.329559	0.373341	0.361521	0.402667	0.395631	0.298414	0.326713	0.338723	0.352623	0.271054	0.320758	0.378916	0.359649	0.388100	0.382602	0.314098	0.323014	0.356486	0.327908	0.378490	0.311236	0.370148	0.346593	0.341084	0.356220	0.398842	0.391752	0.343235	0.294703	0.350974	0.368415	0.348015	0.372539	0.372954	0.362542	0.335941	0.363013	0.286638	0.368378	0.379651	0.360353	0.377501	0.357196	0.383994	0.323703	0.364475	0.376920	0.307657	0.401778	0.288596	0.406865	0.370213	0.340596	0.352009	0.380091	0.323894	0.340760	0.354691	0.320715	0.328017	0.361409	0.323818	0.364560	0.329065	0.386224	0.352064	0.329757
106-1-4-B_2 	0.309049	0.335214	0.352958	0.304228	0.325108	0.346524	0.000000	0.364168	0.382958	0.415632	0.352171	0.350250	0.310634	0.323264	0.342590	0.365943	0.355204	0.424820	0.319819	0.349121	0.346723	0.400178	0.316878	0.312732	0.338384	0.299967	0.305384	0.395201	0.337837	0.370860	0.328481	0.315023	0.351754	0.350557	0.355378	0.276280	0.353181	0.359044	0.372315	0.327697	0.378911	0.316765	0.377918	0.342153	0.335025	0.331935	0.330222	0.355667	0.376010	0.335548	0.332739	0.365942	0.287628	0.343569	0.307920	0.321521	0.347097	0.346714	0.343379	0.373988	0.326253	0.312552	0.344163	0.394897	0.332606	0.355765	0.318432	0.362380	0.353443	0.405548	0.298536	0.340740	0.360276	0.336604	0.369587	0.418868	0.352000	0.337595	0.375787	0.415149	0.337935	0.299713	0.337452	0.350149	0.340978	0.394481	0.337392	0.291776	0.336833	0.308198	0.392620	0.364999	0.346151	0.322503	0.309594	0.372875	0.362813	0.412038	0.371390	0.286224	0.333553	0.400899	0.374134	0.348225	0.290655	0.403852	0.397817	0.368506	0.375602	0.301856	0.392840	0.327149	0.391015	0.353707	0.430818	0.425857	0.320609	0.366055	0.355250	0.369814	0.373834	0.356741	0.370990	0.408235	0.327891	0.347384	0.317016	0.316552	0.336511	0.315381	0.318698	0.327295	0.328245	0.361522	0.355723	0.380671	0.327596	0.339320	0.324093	0.287746	0.336360	0.326934	0.329047	0.381966	0.337638	0.313157	0.353263	0.302350	0.363547	0.345274	0.365107	0.380493	0.425940	0.380245	0.347061	0.337205	0.355705	0.356682	0.437229	0.363731	0.346271	0.333519	0.321047	0.343153	0.386870	0.384288	0.345510	0.373083	0.361583	0.334737	0.295315	0.262843	0.333880	0.341458	0.325031	0.327933	0.325450	0.293436	0.364497	0.366479	0.378607	0.398352	0.327628	0.331741	0.367198	0.300238	0.351009	0.339289	0.294195	0.373241	0.317439	0.354039	0.348974	0.311143	0.336217	0.335185	0.357647	0.317984	0.371225	0.346417	0.274123	0.412007	0.388983	0.357006	0.290710	0.413137	0.318812	0.314827	0.319420	0.367958	0.378165	0.084609	0.342149	0.321791	0.334186	0.356200	0.319618	0.343364	0.335645	0.332796	0.337179	0.329431	0.347431	0.311929	0.320472	0.313588	0.310805	0.387303	0.369417	0.294661	0.349280	0.368360	0.279112	0.353185	0.372792	0.361540	0.372167	0.290660	0.408037	0.281720	0.362277	0.416138	0.336598	0.345603	0.327103	0.325969	0.355108	0.301907	0.344188	0.349461	0.366188	0.329214	0.384040	0.348782	0.376431
106-1-5-B   	0.389563	0.355388	0.388333	0.359359	0.336542	0.348260	0.364168	0.000000	0.380090	0.423925	0.326921	0.339222	0.368049	0.368057	0.404410	0.345399	0.341705	0.373858	0.365698	0.337969	0.379463	0.346983	0.315103	0.364224	0.400730	0.349439	0.393759	0.361500	0.346141	0.379994	0.338637	0.384945	0.306153	0.389889	0.332293	0.318001	0.422430	0.324008	0.342107	0.360351	0.366918	0.360291	0.351201	0.368421	0.368213	0.345294	0.281730	0.376048	0.351364	0.361281	0.337075	0.364974	0.295976	0.366397	0.367403	0.383946	0.322788	0.400458	0.399326	0.351265	0.345831	0.327940	0.382399	0.346001	0.351789	0.362598	0.342765	0.374979	0.344559	0.382331	0.373888	0.349967	0.379348	0.364238	0.332641	0.367202	0.392321	0.339808	0.325728	0.338997	0.316136	0.344499	0.340585	0.337274	0.362888	0.368318	0.373664	0.369676	0.346501	0.361910	0.377603	0.395806	0.368263	0.357019	0.355326	0.346585	0.382554	0.382854	0.358254	0.315530	0.345016	0.418294	0.375952	0.326295	0.307338	0.380043	0.378681	0.384436	0.330666	0.326372	0.387445	0.340206	0.361014	0.312042	0.406832	0.375269	0.355295	0.380518	0.338448	0.354659	0.391812	0.378141	0.344237	0.276590	0.343411	0.416493	0.382252	0.335780	0.356217	0.336208	0.374813	0.359710	0.306460	0.347418	0.377469	0.379030	0.341340	0.338259	0.322957	0.313328	0.343347	0.299568	0.405373	0.365407	0.373581	0.339993	0.380271	0.345671	0.356551	0.369137	0.348776	0.323959	0.413826	0.411571	0.374540	0.348389	0.404898	0.327521	0.358798	0.340745	0.401835	0.411465	0.358708	0.375777	0.368290	0.303997	0.348917	0.379482	0.332365	0.347146	0.353761	0.321479	0.277759	0.363629	0.395258	0.305712	0.348574	0.318701	0.346533	0.344854	0.344287	0.394448	0.415769	0.391766	0.364461	0.297291	0.403874	0.334686	0.335574	0.351073	0.375467	0.358025	0.401540	0.313985	0.390261	0.350358	0.368372	0.330628	0.339616	0.317452	0.375477	0.362568	0.390811	0.370457	0.359712	0.334863	0.385525	0.354907	0.339418	0.356797	0.376282	0.358903	0.393250	0.351020	0.321062	0.333152	0.318114	0.331392	0.354054	0.292224	0.356344	0.335429	0.337958	0.332019	0.332236	0.327415	0.375685	0.355122	0.366486	0.350751	0.306025	0.395420	0.317817	0.384001	0.355488	0.366399	0.345337	0.275275	0.384274	0.361316	0.375384	0.336152	0.389597	0.309670	0.322784	0.357420	0.382513	0.337500	0.399096	0.359127	0.408330	0.359804	0.411257	0.389903	0.379159
306-1-1-T_4 	0.400704	0.363718	0.373955	0.383903	0.387717	0.386421	0.382958	0.380090	0.000000	0.394131	0.375805	0.378411	0.382160	0.351341	0.344876	0.385638	0.384978	0.403981	0.353599	0.416617	0.388109	0.387414	0.370927	0.409745	0.405202	0.394293	0.386262	0.422933	0.353565	0.356301	0.389824	0.400388	0.355607	0.358660	0.376678	0.385657	0.382839	0.385838	0.356237	0.401621	0.399150	0.397041	0.364678	0.389707	0.378246	0.379839	0.381973	0.379898	0.344764	0.383870	0.403858	0.406360	0.369439	0.370660	0.344864	0.403709	0.417674	0.357616	0.358837	0.416352	0.352010	0.318067	0.405994	0.361036	0.357665	0.369311	0.371699	0.363950	0.397289	0.386903	0.397334	0.352169	0.409516	0.395852	0.377312	0.375747	0.384411	0.356037	0.357913	0.399134	0.411176	0.408299	0.392673	0.401203	0.397880	0.372776	0.372524	0.395855	0.378558	0.367454	0.379515	0.380551	0.394369	0.378869	0.380790	0.387159	0.367510	0.399714	0.387662	0.365302	0.392617	0.378052	0.399192	0.345654	0.357568	0.377330	0.396062	0.371521	0.335678	0.385834	0.364365	0.385029	0.385476	0.366092	0.413934	0.368909	0.347904	0.366790	0.418818	0.371230	0.371891	0.404056	0.354457	0.381937	0.352143	0.394367	0.393880	0.373975	0.356856	0.369057	0.380218	0.375804	0.379706	0.384809	0.378392	0.374642	0.395595	0.397114	0.395302	0.402441	0.367123	0.392627	0.368810	0.371371	0.423206	0.416754	0.361662	0.410266	0.401831	0.360488	0.376542	0.414281	0.365890	0.356521	0.367991	0.360721	0.416157	0.384180	0.370436	0.407076	0.413523	0.370385	0.403180	0.402295	0.295415	0.387879	0.396562	0.391438	0.394039	0.367630	0.410182	0.356123	0.376060	0.393894	0.372745	0.363806	0.401105	0.359631	0.388269	0.391144	0.395787	0.348012	0.384581	0.391854	0.369432	0.394267	0.384400	0.334251	0.364165	0.373946	0.358795	0.371947	0.359519	0.370778	0.406991	0.374906	0.404436	0.391385	0.371597	0.377712	0.388632	0.379353	0.361048	0.399275	0.384329	0.376966	0.396330	0.390342	0.383520	0.326900	0.406081	0.392366	0.379422	0.386204	0.403465	0.386241	0.378156	0.353487	0.377254	0.367940	0.337114	0.345274	0.368264	0.380607	0.374682	0.385665	0.372818	0.345773	0.376447	0.367982	0.390441	0.353806	0.382165	0.400287	0.357672	0.399368	0.362809	0.362744	0.375124	0.396302	0.398285	0.370581	0.363678	0.404154	0.350945	0.358594	0.379551	0.332190	0.380974	0.398390	0.347836	0.350350	0.342620	0.385298	0.362846
106-3-3-B_1 	0.420829	0.404924	0.441992	0.417746	0.439704	0.419263	0.415632	0.423925	0.394131	0.000000	0.438492	0.414863	0.436020	0.402106	0.391022	0.416901	0.430028	0.418444	0.395171	0.458807	0.446995	0.447323	0.422535	0.447278	0.440463	0.409451	0.418552	0.423858	0.433391	0.372273	0.460563	0.435017	0.418750	0.415068	0.445885	0.438028	0.414370	0.444068	0.414399	0.430062	0.429825	0.431753	0.393326	0.407902	0.431221	0.424432	0.463756	0.425255	0.409606	0.425874	0.402888	0.421974	0.421972	0.423164	0.423576	0.432930	0.441243	0.387537	0.385158	0.427520	0.428974	0.397573	0.449577	0.435364	0.415584	0.389108	0.436261	0.400404	0.433653	0.368935	0.423403	0.416100	0.384003	0.431468	0.422272	0.435301	0.437428	0.413239	0.393022	0.446115	0.419180	0.461387	0.395774	0.423360	0.446053	0.421990	0.413142	0.428935	0.443912	0.446520	0.437387	0.398927	0.460929	0.410704	0.421813	0.453469	0.449915	0.417964	0.433691	0.405070	0.399319	0.403263	0.451510	0.396669	0.422254	0.430508	0.422380	0.456349	0.391815	0.451742	0.423889	0.420739	0.446418	0.422008	0.378788	0.407421	0.420442	0.416380	0.451302	0.432295	0.394777	0.406640	0.429661	0.418988	0.419465	0.433126	0.413462	0.439368	0.405719	0.400343	0.418873	0.410249	0.418327	0.409603	0.438873	0.422443	0.447265	0.396816	0.428249	0.423662	0.424661	0.450903	0.416431	0.386960	0.437536	0.453698	0.440960	0.448529	0.427606	0.413587	0.422293	0.460995	0.397190	0.418198	0.408780	0.423662	0.415206	0.427680	0.417784	0.436508	0.429780	0.404403	0.467916	0.444915	0.391636	0.430092	0.424491	0.447651	0.436830	0.413872	0.428129	0.422535	0.431831	0.419921	0.421574	0.417746	0.436020	0.400282	0.442785	0.441126	0.450113	0.418858	0.429670	0.413093	0.420571	0.413239	0.416283	0.409808	0.457746	0.430730	0.426197	0.413734	0.410212	0.419718	0.436158	0.444601	0.402377	0.420563	0.410431	0.407979	0.415110	0.444697	0.409029	0.417808	0.444946	0.437287	0.432916	0.437536	0.445039	0.392157	0.451503	0.416337	0.428734	0.398122	0.431741	0.434016	0.446449	0.459086	0.411665	0.418690	0.399714	0.420011	0.401353	0.457078	0.393401	0.436333	0.423446	0.394012	0.413523	0.389739	0.427160	0.414752	0.464225	0.436016	0.446347	0.445202	0.432920	0.411831	0.409280	0.416054	0.446267	0.445023	0.412132	0.431767	0.374014	0.434844	0.409535	0.404304	0.401597	0.431151	0.393905	0.415819	0.386004	0.454598	0.433656
